Timestamp,Load_kg,Motor_Temp,Vibration,Brake_Wear,Error_Code
2024-01-01 00:00:00,5745.071229516849,66.99677718293,1.6624108625128091,9.809219244212262,Normal
2024-01-01 01:00:00,4792.603548243223,64.62316841456385,1.927740664642241,9.90595349091404,Normal
2024-01-01 02:00:00,5971.5328071510385,60.29815184960087,1.6037900395000193,9.94262343064182,Normal
2024-01-01 03:00:00,7284.544784612038,56.76531611147213,1.8460192351804798,10.164744741709995,Normal
2024-01-01 04:00:00,4648.769937914996,63.49111656806795,1.053192666523107,10.023623280421344,Normal
2024-01-01 05:00:00,4648.794564576229,61.96742692710875,2.106646853686469,9.826411803049972,Normal
2024-01-01 06:00:00,7368.819223261087,64.47596610013866,2.000602737681112,10.000555580893716,Normal
2024-01-01 07:00:00,6151.152093729363,63.175859008409844,1.5914556844659047,9.789213545050108,Normal
2024-01-01 08:00:00,4295.788421097572,65.24776357659667,2.3296228342162024,10.044205041324643,Normal
2024-01-01 09:00:00,5813.840065378947,57.32382394219716,2.468785068813279,9.88081546274614,Normal
2024-01-01 10:00:00,4304.873460781307,66.58697032817163,1.196220067815513,9.910556301046002,Normal
2024-01-01 11:00:00,4301.405369644614,60.987998023462,1.618637610716893,10.04449157666613,Normal
2024-01-01 12:00:00,5362.943407349051,70.37630436312632,1.6154288251063509,9.77518754704548,Normal
2024-01-01 13:00:00,2130.079633013303,56.55406090955216,1.5300484494455677,9.756184077384596,Normal
2024-01-01 14:00:00,2412.623251230451,68.67981901582624,2.4147374209658743,9.829527955253289,Normal
2024-01-01 15:00:00,4156.568706138541,60.98955391731324,1.9030869306135982,9.983717764981812,Normal
2024-01-01 16:00:00,3480.7533194983644,56.74290998192776,1.8677425793446947,9.719937264324187,Normal
2024-01-01 17:00:00,5471.37099889291,57.580570829728394,0.9980688177966233,9.580648304052808,Normal
2024-01-01 18:00:00,3637.963886718184,58.3982634590284,2.3177090151046134,9.810739970014955,Normal
2024-01-01 19:00:00,2881.544447997063,62.12082973200958,1.3803708025732637,9.90302192783894,Normal
2024-01-01 20:00:00,7198.473153382331,62.6141774401775,2.029966315133164,9.959866014813723,Normal
2024-01-01 21:00:00,4661.335549270197,57.131499980307105,2.1386884689790957,9.78551569562329,Normal
2024-01-01 22:00:00,5101.292307031886,59.87822703869509,2.6803292979193256,9.782681163112224,Normal
2024-01-01 23:00:00,2862.877720679815,70.71135179305932,1.345589800440444,9.93120588924139,Normal
2024-01-02 00:00:00,4183.425913212226,68.63771585050355,0.49024392208958734,9.620833637838267,Normal
